Number	Name	Profile	Owner	Policy Statement	State	Status	Exempt	Weighting	Active	Additional Information	Additional comments	Attestation	Attestation respondents	Category	Class	Classification	Created	Created Manually	Created by	Description	Domain	Domain Path	Enforcement	Frequency	From configuration check	Key control	Owning group	Profile type	Profile type	Source	Tags	Type	Updated	Updated by	Updates
CTRL0010446	Perform risk assessments prior to approving change requests.	IT Services	Fred Luddy	Perform risk assessments prior to approving change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010447	Perform risk assessments prior to approving change requests.	SAP Plant Maintenance	James Vittolo	Perform risk assessments prior to approving change requests.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010448	Perform risk assessments prior to approving change requests.	PeopleSoft HRMS	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010449	Perform risk assessments prior to approving change requests.	Sales Force Automation	Chad Miklas	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Chad Miklas	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010450	Perform risk assessments prior to approving change requests.	PeopleSoft CRM	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010451	Perform risk assessments prior to approving change requests.	Securities Lending	John Retak	Perform risk assessments prior to approving change requests.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	John Retak	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010452	Perform risk assessments prior to approving change requests.	PeopleSoft Reporting	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010453	Perform risk assessments prior to approving change requests.	Windows Mobile	Jerrod Bennett	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010454	Perform risk assessments prior to approving change requests.	SAP Labor Distribution	James Vittolo	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010455	Perform risk assessments prior to approving change requests.	SAP Controlling	James Vittolo	Perform risk assessments prior to approving change requests.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:33	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010456	Perform risk assessments prior to approving change requests.	Retail Client Registration	Reginald Humes	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Reginald Humes	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	6
CTRL0010457	Perform risk assessments prior to approving change requests.	PeopleSoft Financials	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010458	Perform risk assessments prior to approving change requests.	ServiceNow Enterprise Services	System Administrator	Perform risk assessments prior to approving change requests.	Attest	Compliant	FALSE	10	TRUE			GRC Attestation	Natasha Ingram	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-03-01 13:35:33	admin	8
CTRL0010459	Perform risk assessments prior to approving change requests.	PeopleSoft Enterprise Services	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010460	Perform risk assessments prior to approving change requests.	Client Services	James Vittolo	Perform risk assessments prior to approving change requests.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010461	Perform risk assessments prior to approving change requests.	Retail POS (Point of Sale)	Reginald Humes	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Reginald Humes	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	6
CTRL0010462	Perform risk assessments prior to approving change requests.	Email	Jerrod Bennett	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010463	Perform risk assessments prior to approving change requests.	Blackberry	Jerrod Bennett	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Jerrod Bennett	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010464	Perform risk assessments prior to approving change requests.	SAP Payroll	James Vittolo	Perform risk assessments prior to approving change requests.	Attest		FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 13:57:43	admin	4
CTRL0010465	Perform risk assessments prior to approving change requests.	SAP Materials Management	James Vittolo	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	James Vittolo	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010466	Perform risk assessments prior to approving change requests.	PeopleSoft Governance	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010467	Perform risk assessments prior to approving change requests.	PeopleSoft Asset Lifecycle Management	John Bohnhamn	Perform risk assessments prior to approving change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	John Bohnhamn	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010468	Perform risk assessments prior to approving change requests.	Workday Enterprise Services	Bridget Knightly	Perform risk assessments prior to approving change requests.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	Bridget Knightly	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010469	Perform risk assessments prior to approving change requests.	E-Commerce	Nelly Jakuboski	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Nelly Jakuboski	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010470	Perform risk assessments prior to approving change requests.	OpenText Enterprise Services	Justina Dragaj	Perform risk assessments prior to approving change requests.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Justina Dragaj	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	4
CTRL0010471	Perform risk assessments prior to approving change requests.	This Service-now instance	System Administrator	Perform risk assessments prior to approving change requests.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	System Administrator	Operational management	Control	Preventive	2016-07-31 16:22:34	FALSE	admin	Perform risk assessments prior to approving change requests.	global	/			FALSE	FALSE				"7d61f176cb300200829cf865734c9ce8,"		Testing	2017-02-28 12:17:42	admin	5
CTRL0010472	Establish and maintain records management policies used to manage organizational records.	Customer Support	Rob Woodbyrne	Establish and maintain records management policies used to manage organizational records.	Attest	Compliant	TRUE	10	TRUE			GRC Attestation	Rob Woodbyrne	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2018-01-29 18:20:47	admin	8
CTRL0010473	Establish and maintain records management policies used to manage organizational records.	Finance	Natasha Ingram	Establish and maintain records management policies used to manage organizational records.	Attest	Compliant	TRUE	10	TRUE			GRC Attestation	Natasha Ingram	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2018-01-29 18:20:47	admin	8
CTRL0010474	Establish and maintain records management policies used to manage organizational records.	IT	David Loo	Establish and maintain records management policies used to manage organizational records.	Attest	Compliant	TRUE	10	TRUE			GRC Attestation	David Loo	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2018-01-29 18:20:47	admin	8
CTRL0010475	Establish and maintain records management policies used to manage organizational records.	Development	Fred Luddy	Establish and maintain records management policies used to manage organizational records.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	2
CTRL0010476	Establish and maintain records management policies used to manage organizational records.	Sales	Nelly Jakuboski	Establish and maintain records management policies used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Nelly Jakuboski	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	2
CTRL0010477	Establish and maintain records management policies used to manage organizational records.	Product Management	Rob Phillips	Establish and maintain records management policies used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Phillips	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	2
CTRL0010478	Establish and maintain records management policies used to manage organizational records.	HR	Mariano Maury	Establish and maintain records management policies used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Mariano Maury	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010479	Establish and maintain electronic storage media management procedures.	Customer Support	Rob Woodbyrne	Establish and maintain electronic storage media management procedures.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Woodbyrne	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010480	Establish and maintain electronic storage media management procedures.	Finance	Natasha Ingram	Establish and maintain electronic storage media management procedures.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	Natasha Ingram	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 21:42:16	admin	4
CTRL0010481	Establish and maintain electronic storage media management procedures.	IT	David Loo	Establish and maintain electronic storage media management procedures.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	David Loo	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010482	Establish and maintain electronic storage media management procedures.	Development	Fred Luddy	Establish and maintain electronic storage media management procedures.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010483	Establish and maintain electronic storage media management procedures.	Sales	Nelly Jakuboski	Establish and maintain electronic storage media management procedures.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Nelly Jakuboski	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010484	Establish and maintain electronic storage media management procedures.	Product Management	Rob Phillips	Establish and maintain electronic storage media management procedures.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Phillips	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010485	Establish and maintain electronic storage media management procedures.	HR	Mariano Maury	Establish and maintain electronic storage media management procedures.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Mariano Maury	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:41	admin	3
CTRL0010486	Establish and maintain records management procedures used to manage organizational records.	Customer Support	Rob Woodbyrne	Establish and maintain records management procedures used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Woodbyrne	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010487	Establish and maintain records management procedures used to manage organizational records.	Finance	Natasha Ingram	Establish and maintain records management procedures used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Natasha Ingram	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010488	Establish and maintain records management procedures used to manage organizational records.	IT	David Loo	Establish and maintain records management procedures used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	David Loo	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010489	Establish and maintain records management procedures used to manage organizational records.	Development	Fred Luddy	Establish and maintain records management procedures used to manage organizational records.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010490	Establish and maintain records management procedures used to manage organizational records.	Sales	Nelly Jakuboski	Establish and maintain records management procedures used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Nelly Jakuboski	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	2
CTRL0010491	Establish and maintain records management procedures used to manage organizational records.	Product Management	Rob Phillips	Establish and maintain records management procedures used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Phillips	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	2
CTRL0010492	Establish and maintain records management procedures used to manage organizational records.	HR	Mariano Maury	Establish and maintain records management procedures used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Mariano Maury	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain records management procedures used to manage organizational records.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010493	Establish and maintain a record classification scheme.	Customer Support	Rob Woodbyrne	Establish and maintain a record classification scheme.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Woodbyrne	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010494	Establish and maintain a record classification scheme.	Finance	Natasha Ingram	Establish and maintain a record classification scheme.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Natasha Ingram	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010495	Establish and maintain a record classification scheme.	IT	David Loo	Establish and maintain a record classification scheme.	Monitor	Not Applicable	FALSE	10	TRUE			GRC Attestation	David Loo	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:43	admin	3
CTRL0010496	Establish and maintain a record classification scheme.	Development	Fred Luddy	Establish and maintain a record classification scheme.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Records management	Control	Preventive	2016-07-31 16:34:18	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010497	Establish and maintain a record classification scheme.	Sales	Nelly Jakuboski	Establish and maintain a record classification scheme.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Nelly Jakuboski	Records management	Control	Preventive	2016-07-31 16:34:19	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:42	admin	3
CTRL0010498	Establish and maintain a record classification scheme.	Product Management	Rob Phillips	Establish and maintain a record classification scheme.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	Rob Phillips	Records management	Control	Preventive	2016-07-31 16:34:19	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 11:38:43	admin	3
CTRL0010499	Establish and maintain a record classification scheme.	HR	Mariano Maury	Establish and maintain a record classification scheme.	Attest		FALSE	10	TRUE			GRC Attestation	Mariano Maury	Records management	Control	Preventive	2016-07-31 16:34:19	FALSE	admin	Establish and maintain a record classification scheme.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Establish/Maintain Documentation	2017-02-28 13:57:41	admin	3
CTRL0010500	Capture the records required by organizational compliance requirements.	Customer Support	Rob Woodbyrne	Capture the records required by organizational compliance requirements.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rob Woodbyrne	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2017-02-28 11:38:43	admin	3
CTRL0010501	Capture the records required by organizational compliance requirements.	Finance	Natasha Ingram	Capture the records required by organizational compliance requirements.	Monitor	Non Compliant	FALSE	10	TRUE			GRC Attestation	Natasha Ingram	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2017-02-28 11:38:43	admin	3
CTRL0010502	Capture the records required by organizational compliance requirements.	IT	David Loo	Capture the records required by organizational compliance requirements.	Attest		FALSE	10	TRUE			GRC Attestation	David Loo	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2017-02-28 13:57:41	admin	3
CTRL0010503	Capture the records required by organizational compliance requirements.	Development	Fred Luddy	Capture the records required by organizational compliance requirements.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Fred Luddy	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2017-02-28 11:38:43	admin	3
CTRL0010504	Capture the records required by organizational compliance requirements.	Sales	Nelly Jakuboski	Capture the records required by organizational compliance requirements.	Monitor	Compliant	TRUE	10	TRUE			GRC Attestation	Nelly Jakuboski	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2018-01-29 18:20:47	admin	7
CTRL0010505	Capture the records required by organizational compliance requirements.	Product Management	Rob Phillips	Capture the records required by organizational compliance requirements.	Monitor	Compliant	TRUE	10	TRUE			GRC Attestation	Rob Phillips	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2018-01-29 18:25:19	admin	6
CTRL0010506	Capture the records required by organizational compliance requirements.	HR	Mariano Maury	Capture the records required by organizational compliance requirements.	Attest	Compliant	TRUE	10	TRUE			GRC Attestation	Mariano Maury	Records management	Control	Detective	2016-07-31 16:34:19	FALSE	admin	Capture the records required by organizational compliance requirements.	global	/			FALSE	FALSE				"153a54a70fd412004e938fbce1050eb2,"		Records Management	2018-01-29 18:20:47	admin	7
CTRL0010507	Establish and maintain records management policies used to manage organizational records.	Cloudward Inc	Cathryn Nicolaus	Establish and maintain records management policies used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Cathryn Nicolaus	Records management	Control	Preventive	2016-07-31 16:35:44	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"827a18e70fd412004e938fbce1050e4e,3c81b176cb300200829cf865734c9c96,"		Establish/Maintain Documentation	2017-02-28 11:41:35	admin	5
CTRL0010508	Establish and maintain records management policies used to manage organizational records.	Robert E. Nolan	Rebeca Brumet	Establish and maintain records management policies used to manage organizational records.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Rebeca Brumet	Records management	Control	Preventive	2016-07-31 16:35:44	FALSE	admin	Establish and maintain records management policies used to manage organizational records.	global	/			FALSE	FALSE				"827a18e70fd412004e938fbce1050e4e,3c81b176cb300200829cf865734c9c96,"		Establish/Maintain Documentation	2017-02-28 11:41:37	admin	5
CTRL0010509	Establish and maintain electronic storage media management procedures.	Cloudward Inc	Cathryn Nicolaus	Establish and maintain electronic storage media management procedures.	Monitor	Compliant	FALSE	10	TRUE			GRC Attestation	Cathryn Nicolaus	Records management	Control	Preventive	2016-07-31 16:35:44	FALSE	admin	Establish and maintain electronic storage media management procedures.	global	/			FALSE	FALSE				"827a18e70fd412004e938fbce1050e4e,3c81b176cb300200829cf865734c9c96,"		Establish/Maintain Documentation	2017-02-28 11:41:35	admin	5
